time_window_start,time_stamps,label_0nonDF_1DF
2017-05-18 04:36:00,1495082160.0,0
2017-05-18 04:37:00,1495082220.0,0
2017-05-18 04:38:00,1495082280.0,0
2017-05-18 04:39:00,1495082340.0,0
2017-05-18 04:40:00,1495082400.0,0
2017-05-18 04:41:00,1495082460.0,0
2017-05-18 04:42:00,1495082520.0,0
2017-05-18 04:43:00,1495082580.0,0
2017-05-18 04:44:00,1495082640.0,0
2017-05-18 04:45:00,1495082700.0,0
2017-05-18 04:46:00,1495082760.0,0
2017-05-18 04:47:00,1495082820.0,0
2017-05-18 04:48:00,1495082880.0,0
2017-05-18 04:49:00,1495082940.0,0
2017-05-18 04:50:00,1495083000.0,0
2017-05-18 04:51:00,1495083060.0,0
2017-05-18 04:52:00,1495083120.0,0
2017-05-18 04:53:00,1495083180.0,0
2017-05-18 04:54:00,1495083240.0,0
2017-05-18 04:55:00,1495083300.0,0
2017-05-18 04:56:00,1495083360.0,0
2017-05-18 04:57:00,1495083420.0,0
2017-05-18 04:58:00,1495083480.0,0
2017-05-18 04:59:00,1495083540.0,0
2017-05-18 05:00:00,1495083600.0,0
2017-05-18 05:01:00,1495083660.0,0
2017-05-18 05:02:00,1495083720.0,0
2017-05-18 05:03:00,1495083780.0,0
2017-05-18 05:04:00,1495083840.0,0
2017-05-18 05:05:00,1495083900.0,0
2017-05-18 05:06:00,1495083960.0,0
2017-05-18 05:07:00,1495084020.0,0
2017-05-18 05:08:00,1495084080.0,0
2017-05-18 05:09:00,1495084140.0,0
2017-05-18 05:10:00,1495084200.0,0
2017-05-18 05:11:00,1495084260.0,0
2017-05-18 05:12:00,1495084320.0,0
2017-05-18 05:13:00,1495084380.0,0
2017-05-18 05:14:00,1495084440.0,0
2017-05-18 05:15:00,1495084500.0,0
2017-05-18 05:16:00,1495084560.0,0
2017-05-18 05:17:00,1495084620.0,0
2017-05-18 05:18:00,1495084680.0,0
2017-05-18 05:19:00,1495084740.0,0
2017-05-18 05:20:00,1495084800.0,0
2017-05-18 05:21:00,1495084860.0,0
2017-05-18 05:22:00,1495084920.0,0
2017-05-18 05:23:00,1495084980.0,0
2017-05-18 05:24:00,1495085040.0,0
2017-05-18 05:25:00,1495085100.0,0
2017-05-18 05:26:00,1495085160.0,0
2017-05-18 05:27:00,1495085220.0,0
2017-05-18 05:28:00,1495085280.0,0
2017-05-18 05:29:00,1495085340.0,0
2017-05-18 05:30:00,1495085400.0,0
2017-05-18 05:31:00,1495085460.0,0
2017-05-18 05:32:00,1495085520.0,0
2017-05-18 05:33:00,1495085580.0,0
2017-05-18 05:34:00,1495085640.0,0
2017-05-18 05:35:00,1495085700.0,0
2017-05-18 05:36:00,1495085760.0,0
2017-05-18 05:37:00,1495085820.0,0
2017-05-18 05:38:00,1495085880.0,0
2017-05-18 05:39:00,1495085940.0,0
2017-05-18 05:40:00,1495086000.0,0
2017-05-18 05:41:00,1495086060.0,0
2017-05-18 05:42:00,1495086120.0,0
2017-05-18 05:43:00,1495086180.0,0
2017-05-18 05:44:00,1495086240.0,0
2017-05-18 05:45:00,1495086300.0,0
2017-05-18 05:46:00,1495086360.0,0
2017-05-18 05:47:00,1495086420.0,0
2017-05-18 05:48:00,1495086480.0,0
2017-05-18 05:49:00,1495086540.0,0
2017-05-18 05:50:00,1495086600.0,0
2017-05-18 05:51:00,1495086660.0,0
2017-05-18 05:52:00,1495086720.0,0
2017-05-18 05:53:00,1495086780.0,0
2017-05-18 05:54:00,1495086840.0,0
2017-05-18 05:55:00,1495086900.0,0
2017-05-18 05:56:00,1495086960.0,0
2017-05-18 05:57:00,1495087020.0,0
2017-05-18 05:58:00,1495087080.0,0
2017-05-18 05:59:00,1495087140.0,0
2017-05-18 06:00:00,1495087200.0,0
2017-05-18 06:01:00,1495087260.0,0
2017-05-18 06:02:00,1495087320.0,0
2017-05-18 06:03:00,1495087380.0,0
2017-05-18 06:04:00,1495087440.0,0
2017-05-18 06:05:00,1495087500.0,0
2017-05-18 06:06:00,1495087560.0,0
2017-05-18 06:07:00,1495087620.0,0
2017-05-18 06:08:00,1495087680.0,0
2017-05-18 06:09:00,1495087740.0,0
2017-05-18 06:10:00,1495087800.0,0
2017-05-18 06:11:00,1495087860.0,0
2017-05-18 06:12:00,1495087920.0,0
2017-05-18 06:13:00,1495087980.0,0
2017-05-18 06:14:00,1495088040.0,0
2017-05-18 06:15:00,1495088100.0,0
2017-05-18 06:16:00,1495088160.0,0
2017-05-18 06:17:00,1495088220.0,0
2017-05-18 06:18:00,1495088280.0,0
2017-05-18 06:19:00,1495088340.0,0
2017-05-18 06:20:00,1495088400.0,0
2017-05-18 06:21:00,1495088460.0,0
2017-05-18 06:22:00,1495088520.0,0
2017-05-18 06:23:00,1495088580.0,0
2017-05-18 06:24:00,1495088640.0,0
2017-05-18 06:25:00,1495088700.0,0
2017-05-18 06:26:00,1495088760.0,0
2017-05-18 06:27:00,1495088820.0,0
2017-05-18 06:28:00,1495088880.0,0
2017-05-18 06:29:00,1495088940.0,0
2017-05-18 06:30:00,1495089000.0,0
2017-05-18 06:31:00,1495089060.0,0
2017-05-18 06:32:00,1495089120.0,0
2017-05-18 06:33:00,1495089180.0,0
2017-05-18 06:34:00,1495089240.0,0
2017-05-18 06:35:00,1495089300.0,0
2017-05-18 06:36:00,1495089360.0,0
2017-05-18 06:37:00,1495089420.0,0
2017-05-18 06:38:00,1495089480.0,0
2017-05-18 06:39:00,1495089540.0,0
2017-05-18 06:40:00,1495089600.0,0
2017-05-18 06:41:00,1495089660.0,0
2017-05-18 06:42:00,1495089720.0,0
2017-05-18 06:43:00,1495089780.0,0
2017-05-18 06:44:00,1495089840.0,0
2017-05-18 06:45:00,1495089900.0,0
2017-05-18 06:46:00,1495089960.0,0
2017-05-18 06:47:00,1495090020.0,0
2017-05-18 06:48:00,1495090080.0,0
2017-05-18 06:49:00,1495090140.0,0
2017-05-18 06:50:00,1495090200.0,0
2017-05-18 06:51:00,1495090260.0,0
2017-05-18 06:52:00,1495090320.0,0
2017-05-18 06:53:00,1495090380.0,0
2017-05-18 06:54:00,1495090440.0,0
2017-05-18 06:55:00,1495090500.0,0
2017-05-18 06:56:00,1495090560.0,0
2017-05-18 06:57:00,1495090620.0,0
2017-05-18 06:58:00,1495090680.0,0
2017-05-18 06:59:00,1495090740.0,0
2017-05-18 07:00:00,1495090800.0,0
2017-05-18 07:01:00,1495090860.0,0
2017-05-18 07:02:00,1495090920.0,0
2017-05-18 07:03:00,1495090980.0,0
2017-05-18 07:04:00,1495091040.0,0
2017-05-18 07:05:00,1495091100.0,0
2017-05-18 07:06:00,1495091160.0,0
2017-05-18 07:07:00,1495091220.0,0
2017-05-18 07:08:00,1495091280.0,0
2017-05-18 07:09:00,1495091340.0,0
2017-05-18 07:10:00,1495091400.0,0
2017-05-18 07:11:00,1495091460.0,0
2017-05-18 07:12:00,1495091520.0,0
2017-05-18 07:13:00,1495091580.0,0
2017-05-18 07:14:00,1495091640.0,0
2017-05-18 07:15:00,1495091700.0,0
2017-05-18 07:16:00,1495091760.0,0
2017-05-18 07:17:00,1495091820.0,0
2017-05-18 07:18:00,1495091880.0,0
2017-05-18 07:19:00,1495091940.0,0
2017-05-18 07:20:00,1495092000.0,0
2017-05-18 07:21:00,1495092060.0,0
2017-05-18 07:22:00,1495092120.0,0
2017-05-18 07:23:00,1495092180.0,0
2017-05-18 07:24:00,1495092240.0,0
2017-05-18 07:25:00,1495092300.0,0
2017-05-18 07:26:00,1495092360.0,0
2017-05-18 07:27:00,1495092420.0,0
2017-05-18 07:28:00,1495092480.0,0
2017-05-18 07:29:00,1495092540.0,0
2017-05-18 07:30:00,1495092600.0,0
2017-05-18 07:31:00,1495092660.0,0
2017-05-18 07:32:00,1495092720.0,0
2017-05-18 07:33:00,1495092780.0,0
2017-05-18 07:34:00,1495092840.0,0
2017-05-18 07:35:00,1495092900.0,0
2017-05-18 07:36:00,1495092960.0,0
2017-05-18 07:37:00,1495093020.0,0
2017-05-18 07:38:00,1495093080.0,0
2017-05-18 07:39:00,1495093140.0,0
2017-05-18 07:40:00,1495093200.0,0
2017-05-18 07:41:00,1495093260.0,0
2017-05-18 07:42:00,1495093320.0,0
2017-05-18 07:43:00,1495093380.0,0
2017-05-18 07:44:00,1495093440.0,0
2017-05-18 07:45:00,1495093500.0,0
2017-05-18 07:46:00,1495093560.0,0
2017-05-18 07:47:00,1495093620.0,0
2017-05-18 07:48:00,1495093680.0,0
2017-05-18 07:49:00,1495093740.0,0
2017-05-18 07:50:00,1495093800.0,0
2017-05-18 07:51:00,1495093860.0,0
2017-05-18 07:52:00,1495093920.0,0
2017-05-18 07:53:00,1495093980.0,0
2017-05-18 07:54:00,1495094040.0,0
2017-05-18 07:55:00,1495094100.0,0
2017-05-18 07:56:00,1495094160.0,0
2017-05-18 07:57:00,1495094220.0,0
2017-05-18 07:58:00,1495094280.0,0
2017-05-18 07:59:00,1495094340.0,0
2017-05-18 08:00:00,1495094400.0,0
2017-05-18 08:01:00,1495094460.0,0
2017-05-18 08:02:00,1495094520.0,0
2017-05-18 08:03:00,1495094580.0,0
2017-05-18 08:04:00,1495094640.0,0
2017-05-18 08:05:00,1495094700.0,0
2017-05-18 08:06:00,1495094760.0,0
2017-05-18 08:07:00,1495094820.0,0
2017-05-18 08:08:00,1495094880.0,0
2017-05-18 08:09:00,1495094940.0,0
2017-05-18 08:10:00,1495095000.0,0
2017-05-18 08:11:00,1495095060.0,0
2017-05-18 08:12:00,1495095120.0,0
2017-05-18 08:13:00,1495095180.0,0
2017-05-18 08:14:00,1495095240.0,0
2017-05-18 08:15:00,1495095300.0,0
2017-05-18 08:16:00,1495095360.0,0
2017-05-18 08:17:00,1495095420.0,0
2017-05-18 08:18:00,1495095480.0,0
2017-05-18 08:19:00,1495095540.0,0
2017-05-18 08:20:00,1495095600.0,0
2017-05-18 08:21:00,1495095660.0,0
2017-05-18 08:22:00,1495095720.0,0
2017-05-18 08:23:00,1495095780.0,0
2017-05-18 08:24:00,1495095840.0,0
2017-05-18 08:25:00,1495095900.0,0
2017-05-18 08:26:00,1495095960.0,0
2017-05-18 08:27:00,1495096020.0,0
2017-05-18 08:28:00,1495096080.0,0
2017-05-18 08:29:00,1495096140.0,0
2017-05-18 08:30:00,1495096200.0,0
2017-05-18 08:31:00,1495096260.0,0
2017-05-18 08:32:00,1495096320.0,0
2017-05-18 08:33:00,1495096380.0,0
2017-05-18 08:34:00,1495096440.0,0
2017-05-18 08:35:00,1495096500.0,0
2017-05-18 08:36:00,1495096560.0,0
2017-05-18 08:37:00,1495096620.0,0
2017-05-18 08:38:00,1495096680.0,0
2017-05-18 08:39:00,1495096740.0,0
2017-05-18 08:40:00,1495096800.0,0
2017-05-18 08:41:00,1495096860.0,0
2017-05-18 08:42:00,1495096920.0,0
2017-05-18 08:43:00,1495096980.0,0
2017-05-18 08:44:00,1495097040.0,0
2017-05-18 08:45:00,1495097100.0,0
2017-05-18 08:46:00,1495097160.0,0
2017-05-18 08:47:00,1495097220.0,0
2017-05-18 08:48:00,1495097280.0,0
2017-05-18 08:49:00,1495097340.0,0
2017-05-18 08:50:00,1495097400.0,0
2017-05-18 08:51:00,1495097460.0,0
2017-05-18 08:52:00,1495097520.0,0
2017-05-18 08:53:00,1495097580.0,0
2017-05-18 08:54:00,1495097640.0,0
2017-05-18 08:55:00,1495097700.0,0
2017-05-18 08:56:00,1495097760.0,0
2017-05-18 08:57:00,1495097820.0,0
2017-05-18 08:58:00,1495097880.0,0
2017-05-18 08:59:00,1495097940.0,0
2017-05-18 09:00:00,1495098000.0,0
2017-05-18 09:01:00,1495098060.0,0
2017-05-18 09:02:00,1495098120.0,0
2017-05-18 09:03:00,1495098180.0,0
2017-05-18 09:04:00,1495098240.0,0
2017-05-18 09:05:00,1495098300.0,0
2017-05-18 09:06:00,1495098360.0,0
2017-05-18 09:07:00,1495098420.0,0
2017-05-18 09:08:00,1495098480.0,0
2017-05-18 09:09:00,1495098540.0,0
2017-05-18 09:10:00,1495098600.0,0
2017-05-18 09:11:00,1495098660.0,0
2017-05-18 09:12:00,1495098720.0,0
2017-05-18 09:13:00,1495098780.0,0
2017-05-18 09:14:00,1495098840.0,0
2017-05-18 09:15:00,1495098900.0,0
2017-05-18 09:16:00,1495098960.0,0
2017-05-18 09:17:00,1495099020.0,0
2017-05-18 09:18:00,1495099080.0,0
2017-05-18 09:19:00,1495099140.0,0
2017-05-18 09:20:00,1495099200.0,0
2017-05-18 09:21:00,1495099260.0,0
2017-05-18 09:22:00,1495099320.0,0
2017-05-18 09:23:00,1495099380.0,0
2017-05-18 09:24:00,1495099440.0,0
2017-05-18 09:25:00,1495099500.0,0
2017-05-18 09:26:00,1495099560.0,0
2017-05-18 09:27:00,1495099620.0,0
2017-05-18 09:28:00,1495099680.0,0
2017-05-18 09:29:00,1495099740.0,0
2017-05-18 09:30:00,1495099800.0,0
2017-05-18 09:31:00,1495099860.0,0
2017-05-18 09:32:00,1495099920.0,0
2017-05-18 09:33:00,1495099980.0,0
2017-05-18 09:34:00,1495100040.0,0
2017-05-18 09:35:00,1495100100.0,0
2017-05-18 09:36:00,1495100160.0,0
2017-05-18 09:37:00,1495100220.0,0
2017-05-18 09:38:00,1495100280.0,0
2017-05-18 09:39:00,1495100340.0,0
2017-05-18 09:40:00,1495100400.0,0
2017-05-18 09:41:00,1495100460.0,0
2017-05-18 09:42:00,1495100520.0,0
2017-05-18 09:43:00,1495100580.0,0
2017-05-18 09:44:00,1495100640.0,0
2017-05-18 09:45:00,1495100700.0,0
2017-05-18 09:46:00,1495100760.0,0
2017-05-18 09:47:00,1495100820.0,0
2017-05-18 09:48:00,1495100880.0,0
2017-05-18 09:49:00,1495100940.0,0
2017-05-18 09:50:00,1495101000.0,0
2017-05-18 09:51:00,1495101060.0,0
2017-05-18 09:52:00,1495101120.0,0
2017-05-18 09:53:00,1495101180.0,0
2017-05-18 09:54:00,1495101240.0,0
2017-05-18 09:55:00,1495101300.0,0
2017-05-18 09:56:00,1495101360.0,0
2017-05-18 09:57:00,1495101420.0,0
2017-05-18 09:58:00,1495101480.0,0
2017-05-18 09:59:00,1495101540.0,0
2017-05-18 10:00:00,1495101600.0,0
2017-05-18 10:01:00,1495101660.0,0
2017-05-18 10:02:00,1495101720.0,0
2017-05-18 10:03:00,1495101780.0,0
2017-05-18 10:04:00,1495101840.0,0
2017-05-18 10:05:00,1495101900.0,0
2017-05-18 10:06:00,1495101960.0,0
2017-05-18 10:07:00,1495102020.0,0
2017-05-18 10:08:00,1495102080.0,0
2017-05-18 10:09:00,1495102140.0,0
2017-05-18 10:10:00,1495102200.0,0
2017-05-18 10:11:00,1495102260.0,0
2017-05-18 10:12:00,1495102320.0,0
2017-05-18 10:13:00,1495102380.0,0
2017-05-18 10:14:00,1495102440.0,0
2017-05-18 10:15:00,1495102500.0,0
2017-05-18 10:16:00,1495102560.0,0
2017-05-18 10:17:00,1495102620.0,0
2017-05-18 10:18:00,1495102680.0,0
2017-05-18 10:19:00,1495102740.0,0
2017-05-18 10:20:00,1495102800.0,0
2017-05-18 10:21:00,1495102860.0,0
2017-05-18 10:22:00,1495102920.0,0
2017-05-18 10:23:00,1495102980.0,0
2017-05-18 10:24:00,1495103040.0,0
2017-05-18 10:25:00,1495103100.0,0
2017-05-18 10:26:00,1495103160.0,0
2017-05-18 10:27:00,1495103220.0,0
2017-05-18 10:28:00,1495103280.0,0
2017-05-18 10:29:00,1495103340.0,0
2017-05-18 10:30:00,1495103400.0,0
2017-05-18 10:31:00,1495103460.0,0
2017-05-18 10:32:00,1495103520.0,0
2017-05-18 10:33:00,1495103580.0,0
